"","name","y_rmse","mean1","mean2","var1","var2"
"543","var",1.21695120555644,0,0.01,1,5.44943820224719
"544","y1",1.00142910018821,0,0.01,1,5.44943820224719
"545","y2",2.32933028555754,0,0.01,1,5.44943820224719
"546","rmse",1.37722416252552,0,50,1,5.44943820224719
"547","unif",25.032822421268,0,50,1,5.44943820224719
"548","var",23.6322842118865,0,50,1,5.44943820224719
"549","y1",0.990519696325232,0,50,1,5.44943820224719
"550","y2",50.0506437707108,0,50,1,5.44943820224719
"551","rmse",1.01599354298817,0,0.01,1,6.56179775280899
"552","unif",1.37372071418055,0,0.01,1,6.56179775280899
"553","var",1.30133608604456,0,0.01,1,6.56179775280899
"554","y1",0.993665738587838,0,0.01,1,6.56179775280899
"555","y2",2.55263639929557,0,0.01,1,6.56179775280899
"556","rmse",1.37722619054218,0,50,1,6.56179775280899
"557","unif",25.0206810512426,0,50,1,6.56179775280899
"558","var",23.2300160256823,0,50,1,6.56179775280899
"559","y1",0.990713270164389,0,50,1,6.56179775280899
"560","y2",50.0267115608516,0,50,1,6.56179775280899
"561","rmse",1.04221948065579,0,0.01,1,7.67415730337079
"562","unif",1.4899519062078,0,0.01,1,7.67415730337079
"563","var",1.3853699154657,0,0.01,1,7.67415730337079
"564","y1",1.00182947693106,0,0.01,1,7.67415730337079
"565","y2",2.81086157682189,0,0.01,1,7.67415730337079
"566","rmse",1.38733566162827,0,50,1,7.67415730337079
"567","unif",25.0276280764613,0,50,1,7.67415730337079
"568","var",22.8531286917421,0,50,1,7.67415730337079
"569","y1",1.00208038234918,0,50,1,7.67415730337079
"570","y2",50.0481108277531,0,50,1,7.67415730337079
"571","rmse",1.06678825159166,0,0.01,1,8.78651685393259
"572","unif",1.56749715999366,0,0.01,1,8.78651685393259
"573","var",1.44807558956498,0,0.01,1,8.78651685393259
"574","y1",1.00082841595735,0,0.01,1,8.78651685393259
"575","y2",2.95251050083392,0,0.01,1,8.78651685393259
"576","rmse",1.40590082034324,0,50,1,8.78651685393259
"577","unif",25.0545010649771,0,50,1,8.78651685393259
"578","var",22.4472370862012,0,50,1,8.78651685393259
"579","y1",1.00623767772067,0,50,1,8.78651685393259
"580","y2",50.0831239565956,0,50,1,8.78651685393259
"581","rmse",1.05919699091144,0,0.01,1,9.89887640449438
"582","unif",1.65167301375815,0,0.01,1,9.89887640449438
"583","var",1.4976228213733,0,0.01,1,9.89887640449438
"584","y1",0.996487312278797,0,0.01,1,9.89887640449438
"585","y2",3.17419662658354,0,0.01,1,9.89887640449438
"586","rmse",1.38473382985462,0,50,1,9.89887640449438
"587","unif",25.030712058419,0,50,1,9.89887640449438
"588","var",22.3466995364306,0,50,1,9.89887640449438
"589","y1",1.00441799064551,0,50,1,9.89887640449438
"590","y2",50.0625533042854,0,50,1,9.89887640449438
"591","rmse",1.08469252709627,0,0.01,1,11.0112359550562
"592","unif",1.72698520067401,0,0.01,1,11.0112359550562
"593","var",1.5515187952354,0,0.01,1,11.0112359550562
"594","y1",0.995453801369572,0,0.01,1,11.0112359550562
"595","y2",3.30186053977761,0,0.01,1,11.0112359550562
"596","rmse",1.35199643298717,0,50,1,11.0112359550562
"597","unif",25.0890129409041,0,50,1,11.0112359550562
"598","var",21.8103960382163,0,50,1,11.0112359550562
"599","y1",0.97942206640266,0,50,1,11.0112359550562
"600","y2",50.1779560722871,0,50,1,11.0112359550562
"601","rmse",1.09318062608925,0,0.01,1,12.123595505618
"602","unif",1.82042312677137,0,0.01,1,12.123595505618
"603","var",1.60229305841761,0,0.01,1,12.123595505618
"604","y1",1.0009673854901,0,0.01,1,12.123595505618
"605","y2",3.51638432873244,0,0.01,1,12.123595505618
"606","rmse",1.38575039798118,0,50,1,12.123595505618
"607","unif",25.0522868287117,0,50,1,12.123595505618
"608","var",21.2556142211897,0,50,1,12.123595505618
"609","y1",0.995809155132715,0,50,1,12.123595505618
"610","y2",50.0875737624351,0,50,1,12.123595505618
"611","rmse",1.1075695335211,0,0.01,1,13.2359550561798
"612","unif",1.87492135659531,0,0.01,1,13.2359550561798
"613","var",1.63531722135655,0,0.01,1,13.2359550561798
"614","y1",0.996066991243557,0,0.01,1,13.2359550561798
"615","y2",3.60856567819721,0,0.01,1,13.2359550561798
"616","rmse",1.39313012748493,0,50,1,13.2359550561798
"617","unif",25.0740419961991,0,50,1,13.2359550561798
"618","var",21.3791356862543,0,50,1,13.2359550561798
"619","y1",0.997558807290832,0,50,1,13.2359550561798
"620","y2",50.123835858357,0,50,1,13.2359550561798
"621","rmse",1.12327259814341,0,0.01,1,14.3483146067416
"622","unif",1.96916391903796,0,0.01,1,14.3483146067416
"623","var",1.69456790100669,0,0.01,1,14.3483146067416
"624","y1",1.00491975752156,0,0.01,1,14.3483146067416
"625","y2",3.81029114134731,0,0.01,1,14.3483146067416
"626","rmse",1.38800724664493,0,50,1,14.3483146067416
"627","unif",25.0863247860549,0,50,1,14.3483146067416
"628","var",20.9940640221418,0,50,1,14.3483146067416
"629","y1",1.00080005653786,0,50,1,14.3483146067416
"630","y2",50.1621652528947,0,50,1,14.3483146067416
"631","rmse",1.12442708331326,0,0.01,1,15.4606741573034
"632","unif",2.01212747536688,0,0.01,1,15.4606741573034
"633","var",1.70520604269413,0,0.01,1,15.4606741573034
"634","y1",1.01075621976947,0,0.01,1,15.4606741573034
"635","y2",3.91610388882741,0,0.01,1,15.4606741573034
"636","rmse",1.38976759601648,0,50,1,15.4606741573034
"637","unif",25.1055468355585,0,50,1,15.4606741573034
"638","var",20.7299195430735,0,50,1,15.4606741573034
"639","y1",0.995780893703894,0,50,1,15.4606741573034
"640","y2",50.1883164743793,0,50,1,15.4606741573034
"641","rmse",1.12525901908855,0,0.01,1,16.5730337078652
"642","unif",2.098655357175,0,0.01,1,16.5730337078652
"643","var",1.76382515094342,0,0.01,1,16.5730337078652
"644","y1",0.985553938502971,0,0.01,1,16.5730337078652
"645","y2",4.07481851174666,0,0.01,1,16.5730337078652
"646","rmse",1.38469385490065,0,50,1,16.5730337078652
"647","unif",25.0577697985812,0,50,1,16.5730337078652
"648","var",20.4040864467881,0,50,1,16.5730337078652
"649","y1",1.00340873010011,0,50,1,16.5730337078652
"650","y2",50.1148286875313,0,50,1,16.5730337078652
"651","rmse",1.13921894411683,0,0.01,1,17.685393258427
"652","unif",2.16094615157571,0,0.01,1,17.685393258427
"653","var",1.7750711511715,0,0.01,1,17.685393258427
"654","y1",1.00109134387213,0,0.01,1,17.685393258427
"655","y2",4.21255727487426,0,0.01,1,17.685393258427
"656","rmse",1.38257938279913,0,50,1,17.685393258427
"657","unif",25.0647386111351,0,50,1,17.685393258427
"658","var",20.1504205632925,0,50,1,17.685393258427
"659","y1",0.989461887058934,0,50,1,17.685393258427
"660","y2",50.1047059420144,0,50,1,17.685393258427
"661","rmse",1.14960974093079,0,0.01,1,18.7977528089888
"662","unif",2.22971456608399,0,0.01,1,18.7977528089888
"663","var",1.82715370501041,0,0.01,1,18.7977528089888
"664","y1",0.99854090207008,0,0.01,1,18.7977528089888
"665","y2",4.34374618194826,0,0.01,1,18.7977528089888
"666","rmse",1.39032840479424,0,50,1,18.7977528089888
"667","unif",25.1031799727069,0,50,1,18.7977528089888
"668","var",19.8139798102409,0,50,1,18.7977528089888
"669","y1",1.00785602479924,0,50,1,18.7977528089888
"670","y2",50.2062392402904,0,50,1,18.7977528089888
"671","rmse",1.13931506325869,0,0.01,1,19.9101123595506
"672","unif",2.28724718738324,0,0.01,1,19.9101123595506
"673","var",1.86202478138495,0,0.01,1,19.9101123595506
"674","y1",0.985977039125558,0,0.01,1,19.9101123595506
"675","y2",4.47248486714394,0,0.01,1,19.9101123595506
"676","rmse",1.37968550373977,0,50,1,19.9101123595506
"677","unif",25.0933368982609,0,50,1,19.9101123595506
"678","var",19.7876792522677,0,50,1,19.9101123595506
"679","y1",1.00033132905054,0,50,1,19.9101123595506
"680","y2",50.1872784675651,0,50,1,19.9101123595506
"681","rmse",1.14277427111482,0,0.01,1,21.0224719101124
"682","unif",2.34284976288638,0,0.01,1,21.0224719101124
"683","var",1.86798706096863,0,0.01,1,21.0224719101124
"684","y1",0.991250229986686,0,0.01,1,21.0224719101124
"685","y2",4.59753358314652,0,0.01,1,21.0224719101124
"686","rmse",1.37868210667912,0,50,1,21.0224719101124
"687","unif",25.1737111795255,0,50,1,21.0224719101124
"688","var",19.5655194716151,0,50,1,21.0224719101124
"689","y1",0.987886704035968,0,50,1,21.0224719101124
"690","y2",50.3254420163301,0,50,1,21.0224719101124
"691","rmse",1.15435133222172,0,0.01,1,22.1348314606742
"692","unif",2.38350465537897,0,0.01,1,22.1348314606742
"693","var",1.89236439755357,0,0.01,1,22.1348314606742
"694","y1",0.987598008682172,0,0.01,1,22.1348314606742
"695","y2",4.66032775097081,0,0.01,1,22.1348314606742
"696","rmse",1.37222712705452,0,50,1,22.1348314606742
"697","unif",25.1253570045786,0,50,1,22.1348314606742
"698","var",19.2629699438697,0,50,1,22.1348314606742
"699","y1",0.996554734832674,0,50,1,22.1348314606742
"700","y2",50.2547887392924,0,50,1,22.1348314606742
"701","rmse",1.16817020963733,0,0.01,1,23.247191011236
"702","unif",2.41894462580684,0,0.01,1,23.247191011236
"703","var",1.9117125000645,0,0.01,1,23.247191011236
"704","y1",1.00769302532339,0,0.01,1,23.247191011236
"705","y2",4.74419756844228,0,0.01,1,23.247191011236
"706","rmse",1.39800054476956,0,50,1,23.247191011236
"707","unif",25.1172660218352,0,50,1,23.247191011236
"708","var",18.9489295912794,0,50,1,23.247191011236
"709","y1",1.00850956509286,0,50,1,23.247191011236
"710","y2",50.2246558459433,0,50,1,23.247191011236
"711","rmse",1.17604536540524,0,0.01,1,24.3595505617978
"712","unif",2.53721907158634,0,0.01,1,24.3595505617978
"713","var",1.93713534284804,0,0.01,1,24.3595505617978
"714","y1",0.99755614961019,0,0.01,1,24.3595505617978
"715","y2",4.9737804190775,0,0.01,1,24.3595505617978
"716","rmse",1.38884564727627,0,50,1,24.3595505617978
"717","unif",25.1091097364416,0,50,1,24.3595505617978
"718","var",18.7280333919322,0,50,1,24.3595505617978
"719","y1",0.998258834766765,0,50,1,24.3595505617978
"720","y2",50.2016226363008,0,50,1,24.3595505617978
"721","rmse",1.17044747212836,0,0.01,1,25.4719101123596
"722","unif",2.55268477363345,0,0.01,1,25.4719101123596
"723","var",1.95735286306915,0,0.01,1,25.4719101123596
"724","y1",0.99025347447368,0,0.01,1,25.4719101123596
"725","y2",5.00623869513641,0,0.01,1,25.4719101123596
"726","rmse",1.3819954511713,0,50,1,25.4719101123596
"727","unif",25.1481656121315,0,50,1,25.4719101123596
"728","var",18.5187187808878,0,50,1,25.4719101123596
"729","y1",0.998385744072114,0,50,1,25.4719101123596
"730","y2",50.2899523800712,0,50,1,25.4719101123596
"731","rmse",1.15996760141722,0,0.01,1,26.5842696629214
"732","unif",2.60650403912773,0,0.01,1,26.5842696629214
"733","var",1.95188590724047,0,0.01,1,26.5842696629214
"734","y1",0.981428339387705,0,0.01,1,26.5842696629214
"735","y2",5.12825111467373,0,0.01,1,26.5842696629214
"736","rmse",1.39779000607746,0,50,1,26.5842696629214
"737","unif",25.1225528004738,0,50,1,26.5842696629214
"738","var",18.3662300176106,0,50,1,26.5842696629214
"739","y1",1.01065377095407,0,50,1,26.5842696629214
"740","y2",50.239702716447,0,50,1,26.5842696629214
"741","rmse",1.19768963595922,0,0.01,1,27.6966292134831
"742","unif",2.66480207821632,0,0.01,1,27.6966292134831
"743","var",1.99322970846714,0,0.01,1,27.6966292134831
"744","y1",1.00949134594152,0,0.01,1,27.6966292134831
"745","y2",5.23147760409573,0,0.01,1,27.6966292134831
"746","rmse",1.38142223909875,0,50,1,27.6966292134831
"747","unif",25.1518080778341,0,50,1,27.6966292134831
"748","var",18.2878834021505,0,50,1,27.6966292134831
"749","y1",0.995967893697287,0,50,1,27.6966292134831
"750","y2",50.2933772534192,0,50,1,27.6966292134831
"751","rmse",1.19631291842747,0,0.01,1,28.8089887640449
"752","unif",2.73106103384437,0,0.01,1,28.8089887640449
"753","var",2.01695121478375,0,0.01,1,28.8089887640449
"754","y1",1.00331904083417,0,0.01,1,28.8089887640449
"755","y2",5.36774625323991,0,0.01,1,28.8089887640449
"756","rmse",1.38573329830683,0,50,1,28.8089887640449
"757","unif",25.1531623829377,0,50,1,28.8089887640449
"758","var",17.9454689406005,0,50,1,28.8089887640449
"759","y1",0.993400302886098,0,50,1,28.8089887640449
"760","y2",50.28484528398,0,50,1,28.8089887640449
"761","rmse",1.20731042767762,0,0.01,1,29.9213483146067
"762","unif",2.8049744685974,0,0.01,1,29.9213483146067
"763","var",2.03722834658019,0,0.01,1,29.9213483146067
"764","y1",1.00157630825483,0,0.01,1,29.9213483146067
"765","y2",5.50489048943662,0,0.01,1,29.9213483146067
"766","rmse",1.38880752063176,0,50,1,29.9213483146067
"767","unif",25.118941073155,0,50,1,29.9213483146067
"768","var",17.6362239647952,0,50,1,29.9213483146067
"769","y1",0.998279383507835,0,50,1,29.9213483146067
"770","y2",50.2213998028206,0,50,1,29.9213483146067
"771","rmse",1.18742521275409,0,0.01,1,31.0337078651685
"772","unif",2.83602064474622,0,0.01,1,31.0337078651685
"773","var",2.02751063586429,0,0.01,1,31.0337078651685
"774","y1",0.99547324040812,0,0.01,1,31.0337078651685
"775","y2",5.59697481082117,0,0.01,1,31.0337078651685
"776","rmse",1.39750527233367,0,50,1,31.0337078651685
"777","unif",25.2132473923567,0,50,1,31.0337078651685
"778","var",17.5596190172227,0,50,1,31.0337078651685
"779","y1",1.00157864025405,0,50,1,31.0337078651685
"780","y2",50.4040235853287,0,50,1,31.0337078651685
"781","rmse",1.20813931178687,0,0.01,1,32.1460674157303
"782","unif",2.8781269391352,0,0.01,1,32.1460674157303
"783","var",2.07029070798404,0,0.01,1,32.1460674157303
"784","y1",1.00339407092028,0,0.01,1,32.1460674157303
"785","y2",5.66364809410482,0,0.01,1,32.1460674157303
"786","rmse",1.37710939337667,0,50,1,32.1460674157303
"787","unif",25.139858384069,0,50,1,32.1460674157303
"788","var",17.1697056353204,0,50,1,32.1460674157303
"789","y1",1.00156732978133,0,50,1,32.1460674157303
"790","y2",50.2864909489411,0,50,1,32.1460674157303
"791","rmse",1.20356511390815,0,0.01,1,33.2584269662921
"792","unif",2.89316591926251,0,0.01,1,33.2584269662921
"793","var",2.06453803656413,0,0.01,1,33.2584269662921
"794","y1",0.99703146255677,0,0.01,1,33.2584269662921
"795","y2",5.69368779727613,0,0.01,1,33.2584269662921
"796","rmse",1.36928217854555,0,50,1,33.2584269662921
"797","unif",25.1620012145542,0,50,1,33.2584269662921
"798","var",17.3035521536069,0,50,1,33.2584269662921
"799","y1",0.98810809767985,0,50,1,33.2584269662921
"800","y2",50.3160305950412,0,50,1,33.2584269662921
"801","rmse",1.19609713343263,0,0.01,1,34.3707865168539
"802","unif",2.97758325375235,0,0.01,1,34.3707865168539
"803","var",2.07333917457491,0,0.01,1,34.3707865168539
"804","y1",0.991918216026968,0,0.01,1,34.3707865168539
"805","y2",5.87886140959811,0,0.01,1,34.3707865168539
"806","rmse",1.40378218108572,0,50,1,34.3707865168539
"807","unif",25.1775119135461,0,50,1,34.3707865168539
"808","var",16.8377741940227,0,50,1,34.3707865168539
"809","y1",1.0127228697778,0,50,1,34.3707865168539
"810","y2",50.3451024674267,0,50,1,34.3707865168539
"811","rmse",1.20936241033911,0,0.01,1,35.4831460674157
"812","unif",3.02642698360488,0,0.01,1,35.4831460674157
"813","var",2.08855583182988,0,0.01,1,35.4831460674157
"814","y1",1.00291372729423,0,0.01,1,35.4831460674157
"815","y2",5.97776301638747,0,0.01,1,35.4831460674157
"816","rmse",1.40528383038746,0,50,1,35.4831460674157
"817","unif",25.1375642280778,0,50,1,35.4831460674157
"818","var",16.7377927028187,0,50,1,35.4831460674157
"819","y1",1.01146865859836,0,50,1,35.4831460674157
"820","y2",50.2605190471483,0,50,1,35.4831460674157
"821","rmse",1.21289793058265,0,0.01,1,36.5955056179775
"822","unif",3.08934400134082,0,0.01,1,36.5955056179775
"823","var",2.13011682591103,0,0.01,1,36.5955056179775
"824","y1",0.988633435115331,0,0.01,1,36.5955056179775
"825","y2",6.08218886243459,0,0.01,1,36.5955056179775
"826","rmse",1.39113717801569,0,50,1,36.5955056179775
"827","unif",25.1370482825688,0,50,1,36.5955056179775
"828","var",16.6447030109561,0,50,1,36.5955056179775
"829","y1",0.993994781652852,0,50,1,36.5955056179775
"830","y2",50.2458932811711,0,50,1,36.5955056179775
"831","rmse",1.21488344951992,0,0.01,1,37.7078651685393
"832","unif",3.09073575552402,0,0.01,1,37.7078651685393
"833","var",2.10776026538146,0,0.01,1,37.7078651685393
"834","y1",0.996435145769391,0,0.01,1,37.7078651685393
"835","y2",6.09448454803311,0,0.01,1,37.7078651685393
"836","rmse",1.3872656224132,0,50,1,37.7078651685393
"837","unif",25.1946679768753,0,50,1,37.7078651685393
"838","var",16.5498585744073,0,50,1,37.7078651685393
"839","y1",1.0038997085875,0,50,1,37.7078651685393
"840","y2",50.3861441849109,0,50,1,37.7078651685393
"841","rmse",1.21845625867239,0,0.01,1,38.8202247191011
"842","unif",3.13799133516913,0,0.01,1,38.8202247191011
"843","var",2.12441985542141,0,0.01,1,38.8202247191011
"844","y1",0.998299645776464,0,0.01,1,38.8202247191011
"845","y2",6.19168594969705,0,0.01,1,38.8202247191011
"846","rmse",1.38228354590162,0,50,1,38.8202247191011
"847","unif",25.1650326907369,0,50,1,38.8202247191011
"848","var",16.2509566941121,0,50,1,38.8202247191011
"849","y1",0.988856539850938,0,50,1,38.8202247191011
"850","y2",50.3047333604469,0,50,1,38.8202247191011
"851","rmse",1.22466113985047,0,0.01,1,39.9325842696629
"852","unif",3.20677944220283,0,0.01,1,39.9325842696629
"853","var",2.14718948027165,0,0.01,1,39.9325842696629
"854","y1",0.995497495966147,0,0.01,1,39.9325842696629
"855","y2",6.32214558406545,0,0.01,1,39.9325842696629
"856","rmse",1.38244555808731,0,50,1,39.9325842696629
"857","unif",25.2327719029051,0,50,1,39.9325842696629
"858","var",16.0561970664351,0,50,1,39.9325842696629
"859","y1",1.00163206442932,0,50,1,39.9325842696629
"860","y2",50.4649680349539,0,50,1,39.9325842696629
"861","rmse",1.23080963145678,0,0.01,1,41.0449438202247
"862","unif",3.23171006678852,0,0.01,1,41.0449438202247
"863","var",2.11529124203082,0,0.01,1,41.0449438202247
"864","y1",1.00521058910011,0,0.01,1,41.0449438202247
"865","y2",6.38033216698974,0,0.01,1,41.0449438202247
"866","rmse",1.36438387486797,0,50,1,41.0449438202247
"867","unif",25.1939243816312,0,50,1,41.0449438202247
"868","var",16.2403064322601,0,50,1,41.0449438202247
"869","y1",0.994160579404667,0,50,1,41.0449438202247
"870","y2",50.3986656972326,0,50,1,41.0449438202247
"871","rmse",1.22047514513818,0,0.01,1,42.1573033707865
"872","unif",3.30091257112482,0,0.01,1,42.1573033707865
"873","var",2.16546675141673,0,0.01,1,42.1573033707865
"874","y1",0.998659006008637,0,0.01,1,42.1573033707865
"875","y2",6.53331824592531,0,0.01,1,42.1573033707865
"876","rmse",1.38260656052626,0,50,1,42.1573033707865
"877","unif",25.1480677472567,0,50,1,42.1573033707865
"878","var",15.8631849322778,0,50,1,42.1573033707865
"879","y1",0.996038152230735,0,50,1,42.1573033707865
"880","y2",50.2843156023405,0,50,1,42.1573033707865
"881","rmse",1.21697048645561,0,0.01,1,43.2696629213483
"882","unif",3.33352489141964,0,0.01,1,43.2696629213483
"883","var",2.13324984638145,0,0.01,1,43.2696629213483
"884","y1",0.992107160987302,0,0.01,1,43.2696629213483
"885","y2",6.59715543316686,0,0.01,1,43.2696629213483
"886","rmse",1.38122982909792,0,50,1,43.2696629213483
"887","unif",25.2665497743612,0,50,1,43.2696629213483
"888","var",15.6094726680703,0,50,1,43.2696629213483
"889","y1",0.991217456424747,0,50,1,43.2696629213483
"890","y2",50.5141075170222,0,50,1,43.2696629213483
"891","rmse",1.21606838334644,0,0.01,1,44.3820224719101
"892","unif",3.37049378573598,0,0.01,1,44.3820224719101
"893","var",2.15072759969743,0,0.01,1,44.3820224719101
"894","y1",0.990658834185158,0,0.01,1,44.3820224719101
"895","y2",6.67405212901673,0,0.01,1,44.3820224719101
"896","rmse",1.37220421684906,0,50,1,44.3820224719101
"897","unif",25.2251135116209,0,50,1,44.3820224719101
"898","var",15.388876469012,0,50,1,44.3820224719101
"899","y1",0.995418708061233,0,50,1,44.3820224719101
"900","y2",50.4523313817733,0,50,1,44.3820224719101
"901","rmse",1.238858746367,0,0.01,1,45.4943820224719
"902","unif",3.39207630372045,0,0.01,1,45.4943820224719
"903","var",2.18176570995244,0,0.01,1,45.4943820224719
"904","y1",1.00865899118695,0,0.01,1,45.4943820224719
"905","y2",6.71071990043554,0,0.01,1,45.4943820224719
"906","rmse",1.40463460435429,0,50,1,45.4943820224719
"907","unif",25.2535596358768,0,50,1,45.4943820224719
"908","var",15.3030468219767,0,50,1,45.4943820224719
"909","y1",1.00394173003157,0,50,1,45.4943820224719
"910","y2",50.4789853376792,0,50,1,45.4943820224719
"911","rmse",1.22223171673335,0,0.01,1,46.6067415730337
"912","unif",3.45305279782394,0,0.01,1,46.6067415730337
"913","var",2.13558616801927,0,0.01,1,46.6067415730337
"914","y1",0.987679483675177,0,0.01,1,46.6067415730337
"915","y2",6.83209515909448,0,0.01,1,46.6067415730337
"916","rmse",1.38284471608045,0,50,1,46.6067415730337
"917","unif",25.2298907469498,0,50,1,46.6067415730337
"918","var",15.4465439500051,0,50,1,46.6067415730337
"919","y1",0.99923982463378,0,50,1,46.6067415730337
"920","y2",50.4539931911532,0,50,1,46.6067415730337
"921","rmse",1.24997833103662,0,0.01,1,47.7191011235955
"922","unif",3.49692299756453,0,0.01,1,47.7191011235955
"923","var",2.17805968549768,0,0.01,1,47.7191011235955
"924","y1",0.999246262313723,0,0.01,1,47.7191011235955
"925","y2",6.89661011364873,0,0.01,1,47.7191011235955
"926","rmse",1.38964039237789,0,50,1,47.7191011235955
"927","unif",25.242428263953,0,50,1,47.7191011235955
"928","var",14.9578331401101,0,50,1,47.7191011235955
"929","y1",0.999208937448987,0,50,1,47.7191011235955
"930","y2",50.469220196031,0,50,1,47.7191011235955
"931","rmse",1.24347331473872,0,0.01,1,48.8314606741573
"932","unif",3.5021833172403,0,0.01,1,48.8314606741573
"933","var",2.16053584073651,0,0.01,1,48.8314606741573
"934","y1",1.00936937539156,0,0.01,1,48.8314606741573
"935","y2",6.93552523823913,0,0.01,1,48.8314606741573
"936","rmse",1.36317884319742,0,50,1,48.8314606741573
"937","unif",25.2421193507329,0,50,1,48.8314606741573
"938","var",15.1128710522635,0,50,1,48.8314606741573
"939","y1",0.988726772076971,0,50,1,48.8314606741573
"940","y2",50.4863944243301,0,50,1,48.8314606741573
"941","rmse",1.22679606743807,0,0.01,1,49.9438202247191
"942","unif",3.53168596300439,0,0.01,1,49.9438202247191
"943","var",2.14922231366786,0,0.01,1,49.9438202247191
"944","y1",0.99376135187738,0,0.01,1,49.9438202247191
"945","y2",6.99935255165841,0,0.01,1,49.9438202247191
"946","rmse",1.38106335000399,0,50,1,49.9438202247191
"947","unif",25.2574497431861,0,50,1,49.9438202247191
"948","var",14.9467990570205,0,50,1,49.9438202247191
"949","y1",0.999977506989543,0,50,1,49.9438202247191
"950","y2",50.5131566782115,0,50,1,49.9438202247191
"951","rmse",1.23567319241794,0,0.01,1,51.0561797752809
"952","unif",3.60574573707718,0,0.01,1,51.0561797752809
"953","var",2.17851829281455,0,0.01,1,51.0561797752809
"954","y1",0.996838020732894,0,0.01,1,51.0561797752809
"955","y2",7.144615207394,0,0.01,1,51.0561797752809
"956","rmse",1.36469935127243,0,50,1,51.0561797752809
"957","unif",25.2733613170576,0,50,1,51.0561797752809
"958","var",14.8357183844724,0,50,1,51.0561797752809
"959","y1",0.985826564287214,0,50,1,51.0561797752809
"960","y2",50.5411361156784,0,50,1,51.0561797752809
"961","rmse",1.25796118261615,0,0.01,1,52.1685393258427
"962","unif",3.62920986590279,0,0.01,1,52.1685393258427
"963","var",2.22351711728294,0,0.01,1,52.1685393258427
"964","y1",1.00624343061271,0,0.01,1,52.1685393258427
"965","y2",7.17215273039138,0,0.01,1,52.1685393258427
"966","rmse",1.3663473305219,0,50,1,52.1685393258427
"967","unif",25.2939886991368,0,50,1,52.1685393258427
"968","var",14.5560071347513,0,50,1,52.1685393258427
"969","y1",0.989022000699545,0,50,1,52.1685393258427
"970","y2",50.586251287899,0,50,1,52.1685393258427
"971","rmse",1.25351471718691,0,0.01,1,53.2808988764045
"972","unif",3.72718340032605,0,0.01,1,53.2808988764045
"973","var",2.22335028622287,0,0.01,1,53.2808988764045
